type,typeCode,title
subcategory,N64.4,"Mastodynia"
subcategory,N64.5,"Other signs and symptoms in breast"
subcategory,N64.8,"Other specified disorders of breast"
subcategory,N64.9,"Disorder of breast, unspecified"
subcategory,N70.0,"Acute salpingitis and oophoritis"
subcategory,N70.1,"Chronic salpingitis and oophoritis"
subcategory,N70.9,"Salpingitis and oophoritis, unspecified"
subcategory,N71.0,"Acute inflammatory disease of uterus"
subcategory,N71.1,"Chronic inflammatory disease of uterus"
subcategory,N71.9,"Inflammatory disease of uterus, unspecified"
category,N72,"Inflammatory disease of cervix uteri"
subcategory,N73.0,"Acute parametritis and pelvic cellulitis"
subcategory,N73.1,"Chronic parametritis and pelvic cellulitis"
subcategory,N73.2,"Unspecified parametritis and pelvic cellulitis"
subcategory,N73.3,"Female acute pelvic peritonitis"
subcategory,N73.4,"Female chronic pelvic peritonitis"
subcategory,N73.5,"Female pelvic peritonitis, unspecified"
subcategory,N73.6,"Female pelvic peritoneal adhesions"
subcategory,N73.8,"Other specified female pelvic inflammatory diseases"
subcategory,N73.9,"Female pelvic inflammatory disease, unspecified"
subcategory,N74.0,"Tuberculous infection of cervix uteri"
subcategory,N74.1,"Female tuberculous pelvic inflammatory disease"
subcategory,N74.2,"Female syphilitic pelvic inflammatory disease"
subcategory,N74.3,"Female gonococcal pelvic inflammatory disease"
subcategory,N74.4,"Female chlamydial pelvic inflammatory disease"
subcategory,N74.8,"Female pelvic inflammatory disorders in other diseases classified elsewhere"
subcategory,N75.0,"Cyst of Bartholin gland"
subcategory,N75.1,"Abscess of Bartholin gland"
subcategory,N75.8,"Other diseases of Bartholin gland"
subcategory,N75.9,"Disease of Bartholin gland, unspecified"
subcategory,N76.0,"Acute vaginitis"
subcategory,N76.1,"Subacute and chronic vaginitis"
subcategory,N76.2,"Acute vulvitis"
subcategory,N76.3,"Subacute and chronic vulvitis"
subcategory,N76.4,"Abscess of vulva"
subcategory,N76.5,"Ulceration of vagina"
subcategory,N76.6,"Ulceration of vulva"
subcategory,N76.8,"Other specified inflammation of vagina and vulva"
subcategory,N77.0,"Ulceration of vulva in infectious and parasitic diseases classified elsewhere"
subcategory,N77.1,"Vaginitis, vulvitis and vulvovaginitis in infectious and parasitic diseases classified elsewhere"
subcategory,N77.8,"Vulvovaginal ulceration and inflammation in other diseases classified elsewhere"
subcategory,N80.0,"Endometriosis of uterus"
subcategory,N80.1,"Endometriosis of ovary"
subcategory,N80.2,"Endometriosis of fallopian tube"
subcategory,N80.3,"Endometriosis of pelvic peritoneum"
subcategory,N80.4,"Endometriosis of rectovaginal septum and vagina"
subcategory,N80.5,"Endometriosis of intestine"
subcategory,N80.6,"Endometriosis in cutaneous scar"
subcategory,N80.8,"Other endometriosis"
subcategory,N80.9,"Endometriosis, unspecified"
subcategory,N81.0,"Female urethrocele"
subcategory,N81.1,"Cystocele"
subcategory,N81.2,"Incomplete uterovaginal prolapse"
subcategory,N81.3,"Complete uterovaginal prolapse"
subcategory,N81.4,"Uterovaginal prolapse, unspecified"
subcategory,N81.5,"Vaginal enterocele"
subcategory,N81.6,"Rectocele"
subcategory,N81.8,"Other female genital prolapse"
subcategory,N81.9,"Female genital prolapse, unspecified"
subcategory,N82.0,"Vesicovaginal fistula"
subcategory,N82.1,"Other female urinary-genital tract fistulae"
subcategory,N82.2,"Fistula of vagina to small intestine"
subcategory,N82.3,"Fistula of vagina to large intestine"
subcategory,N82.4,"Other female intestinal-genital tract fistulae"
subcategory,N82.5,"Female genital tract-skin fistulae"
subcategory,N82.8,"Other female genital tract fistulae"
subcategory,N82.9,"Female genital tract fistula, unspecified"
subcategory,N83.0,"Follicular cyst of ovary"
subcategory,N83.1,"Corpus luteum cyst"
subcategory,N83.2,"Other and unspecified ovarian cysts"
subcategory,N83.3,"Acquired atrophy of ovary and fallopian tube"
subcategory,N83.4,"Prolapse and hernia of ovary and fallopian tube"
subcategory,N83.5,"Torsion of ovary, ovarian pedicle and fallopian tube"
subcategory,N83.6,"Haematosalpinx"
subcategory,N83.7,"Haematoma of broad ligament"
subcategory,N83.8,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament"
subcategory,N83.9,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified"
subcategory,N84.0,"Polyp of corpus uteri"
subcategory,N84.1,"Polyp of cervix uteri"
subcategory,N84.2,"Polyp of vagina"
subcategory,N84.3,"Polyp of vulva"
subcategory,N84.8,"Polyp of other parts of female genital tract"
subcategory,N84.9,"Polyp of female genital tract, unspecified"
subcategory,N85.0,"Endometrial glandular hyperplasia"
subcategory,N85.1,"Endometrial adenomatous hyperplasia"
subcategory,N85.2,"Hypertrophy of uterus"
subcategory,N85.3,"Subinvolution of uterus"
subcategory,N85.4,"Malposition of uterus"
subcategory,N85.5,"Inversion of uterus"
subcategory,N85.6,"Intrauterine synechiae"
subcategory,N85.7,"Haematometra"
subcategory,N85.8,"Other specified noninflammatory disorders of uterus"
subcategory,N85.9,"Noninflammatory disorder of uterus, unspecified"
category,N86,"Erosion and ectropion of cervix uteri"
subcategory,N87.0,"Mild cervical dysplasia"
subcategory,N87.1,"Moderate cervical dysplasia"
subcategory,N87.2,"Severe cervical dysplasia, not elsewhere classified"
subcategory,N87.9,"Dysplasia of cervix uteri, unspecified"
subcategory,N88.0,"Leukoplakia of cervix uteri"
subcategory,N88.1,"Old laceration of cervix uteri"
subcategory,N88.2,"Stricture and stenosis of cervix uteri"
subcategory,N88.3,"Incompetence of cervix uteri"
subcategory,N88.4,"Hypertrophic elongation of cervix uteri"
subcategory,N88.8,"Other specified noninflammatory disorders of cervix uteri"
subcategory,N88.9,"Noninflammatory disorder of cervix uteri, unspecified"
subcategory,N89.0,"Mild vaginal dysplasia"
subcategory,N89.1,"Moderate vaginal dysplasia"
subcategory,N89.2,"Severe vaginal dysplasia, not elsewhere classified"
subcategory,N89.3,"Dysplasia of vagina, unspecified"
subcategory,N89.4,"Leukoplakia of vagina"
subcategory,N89.5,"Stricture and atresia of vagina"
subcategory,N89.6,"Tight hymenal ring"
subcategory,N89.7,"Haematocolpos"
subcategory,N89.8,"Other specified noninflammatory disorders of vagina"
subcategory,N89.9,"Noninflammatory disorder of vagina, unspecified"
subcategory,N90.0,"Mild vulvar dysplasia"
subcategory,N90.1,"Moderate vulvar dysplasia"
subcategory,N90.2,"Severe vulvar dysplasia, not elsewhere classified"
subcategory,N90.3,"Dysplasia of vulva, unspecified"
subcategory,N90.4,"Leukoplakia of vulva"
subcategory,N90.5,"Atrophy of vulva"
subcategory,N90.6,"Hypertrophy of vulva"
subcategory,N90.7,"Vulvar cyst"
subcategory,N90.8,"Other specified noninflammatory disorders of vulva and perineum"
subcategory,N90.9,"Noninflammatory disorder of vulva and perineum, unspecified"
subcategory,N91.0,"Primary amenorrhoea"
subcategory,N91.1,"Secondary amenorrhoea"
subcategory,N91.2,"Amenorrhoea, unspecified"
subcategory,N91.3,"Primary oligomenorrhoea"
subcategory,N91.4,"Secondary oligomenorrhoea"
subcategory,N91.5,"Oligomenorrhoea, unspecified"
subcategory,N92.0,"Excessive and frequent menstruation with regular cycle"
subcategory,N92.1,"Excessive and frequent menstruation with irregular cycle"
subcategory,N92.2,"Excessive menstruation at puberty"
subcategory,N92.3,"Ovulation bleeding"
subcategory,N92.4,"Excessive bleeding in the premenopausal period"
subcategory,N92.5,"Other specified irregular menstruation"
subcategory,N92.6,"Irregular menstruation, unspecified"
subcategory,N93.0,"Postcoital and contact bleeding"
subcategory,N93.8,"Other specified abnormal uterine and vaginal bleeding"
subcategory,N93.9,"Abnormal uterine and vaginal bleeding, unspecified"
subcategory,N94.0,"Mittelschmerz"
subcategory,N94.1,"Dyspareunia"
subcategory,N94.2,"Vaginismus"
subcategory,N94.3,"Premenstrual tension syndrome"
subcategory,N94.4,"Primary dysmenorrhoea"
subcategory,N94.5,"Secondary dysmenorrhoea"
subcategory,N94.6,"Dysmenorrhoea, unspecified"
subcategory,N94.8,"Other specified conditions associated with female genital organs and menstrual cycle"
subcategory,N94.9,"Unspecified condition associated with female genital organs and menstrual cycle"
subcategory,N95.0,"Postmenopausal bleeding"
subcategory,N95.1,"Menopausal and female climacteric states"
subcategory,N95.2,"Postmenopausal atrophic vaginitis"
subcategory,N95.3,"States associated with artificial menopause"
subcategory,N95.8,"Other specified menopausal and perimenopausal disorders"
subcategory,N95.9,"Menopausal and perimenopausal disorder, unspecified"
category,N96,"Habitual aborter"
subcategory,N97.0,"Female infertility associated with anovulation"
subcategory,N97.1,"Female infertility of tubal origin"
subcategory,N97.2,"Female infertility of uterine origin"
subcategory,N97.3,"Female infertility of cervical origin"
subcategory,N97.4,"Female infertility associated with male factors"
subcategory,N97.8,"Female infertility of other origin"
subcategory,N97.9,"Female infertility, unspecified"
subcategory,N98.0,"Infection associated with artificial insemination"
subcategory,N98.1,"Hyperstimulation of ovaries"
subcategory,N98.2,"Complications of attempted introduction of fertilized ovum following in vitro fertilization"
subcategory,N98.3,"Complications of attempted introduction of embryo in embryo transfer"
subcategory,N98.8,"Other complications associated with artificial fertilization"
subcategory,N98.9,"Complication associated with artificial fertilization, unspecified"
subcategory,N99.0,"Postprocedural renal failure"
subcategory,N99.1,"Postprocedural urethral stricture"
subcategory,N99.2,"Postoperative adhesions of vagina"
subcategory,N99.3,"Prolapse of vaginal vault after hysterectomy"
subcategory,N99.4,"Postprocedural pelvic peritoneal adhesions"
subcategory,N99.5,"Malfunction of external stoma of urinary tract"
subcategory,N99.8,"Other postprocedural disorders of genitourinary system"
subcategory,N99.9,"Postprocedural disorder of genitourinary system, unspecified"
subcategory,S00.0,"Superficial injury of scalp"
subcategory,S00.1,"Contusion of eyelid and periocular area"
subcategory,S00.2,"Other superficial injuries of eyelid and periocular area"
subcategory,S00.3,"Superficial injury of nose"
subcategory,S00.4,"Superficial injury of ear"
subcategory,S00.5,"Superficial injury of lip and oral cavity"
subcategory,S00.7,"Multiple superficial injuries of head"
subcategory,S00.8,"Superficial injury of other parts of head"
subcategory,S00.9,"Superficial injury of head, part unspecified"
subcategory,S01.0,"Open wound of scalp"
subcategory,S01.1,"Open wound of eyelid and periocular area"
subcategory,S01.2,"Open wound of nose"
subcategory,S01.3,"Open wound of ear"
subcategory,S01.4,"Open wound of cheek and temporomandibular area"
subcategory,S01.5,"Open wound of lip and oral cavity"
subcategory,S01.7,"Multiple open wounds of head"
subcategory,S01.8,"Open wound of other parts of head"
subcategory,S01.9,"Open wound of head, part unspecified"
subcategory,S02.0,"Fracture of vault of skull"
subcategory,S02.1,"Fracture of base of skull"
subcategory,S02.2,"Fracture of nasal bones"
subcategory,S02.3,"Fracture of orbital floor"
subcategory,S02.4,"Fracture of malar and maxillary bones"
subcategory,S02.5,"Fracture of tooth"
subcategory,S02.6,"Fracture of mandible"
subcategory,S02.7,"Multiple fractures involving skull and facial bones"
subcategory,S02.8,"Fractures of other skull and facial bones"
subcategory,S02.9,"Fracture of skull and facial bones, part unspecified"
subcategory,S03.0,"Dislocation of jaw"
subcategory,S03.1,"Dislocation of septal cartilage of nose"
subcategory,S03.2,"Dislocation of tooth"
subcategory,S03.3,"Dislocation of other and unspecified parts of head"
subcategory,S03.4,"Sprain and strain of jaw"
subcategory,S03.5,"Sprain and strain of joints and ligaments of other and unspecified parts of head"
subcategory,S04.0,"Injury of optic nerve and pathways"
subcategory,S04.1,"Injury of oculomotor nerve"
subcategory,S04.2,"Injury of trochlear nerve"
subcategory,S04.3,"Injury of trigeminal nerve"
subcategory,S04.4,"Injury of abducent nerve"
subcategory,S04.5,"Injury of facial nerve"
subcategory,S04.6,"Injury of acoustic nerve"
subcategory,S04.7,"Injury of accessory nerve"
subcategory,S04.8,"Injury of other cranial nerves"
subcategory,S04.9,"Injury of unspecified cranial nerve"
subcategory,S05.0,"Injury of conjunctiva and corneal abrasion without mention of foreign body"
subcategory,S05.1,"Contusion of eyeball and orbital tissues"
subcategory,S05.2,"Ocular laceration and rupture with prolapse or loss of intraocular tissue"
subcategory,S05.3,"Ocular laceration without prolapse or loss of intraocular tissue"
subcategory,S05.4,"Penetrating wound of orbit with or without foreign body"
subcategory,S05.5,"Penetrating wound of eyeball with foreign body"
subcategory,S05.6,"Penetrating wound of eyeball without foreign body"
subcategory,S05.7,"Avulsion of eye"
subcategory,S05.8,"Other injuries of eye and orbit"
subcategory,S05.9,"Injury of eye and orbit, unspecified"
subcategory,S06.0,"Concussion"
subcategory,S06.1,"Traumatic cerebral oedema"
subcategory,S06.2,"Diffuse brain injury"
subcategory,S06.3,"Focal brain injury"
subcategory,S06.4,"Epidural haemorrhage"
subcategory,S06.5,"Traumatic subdural haemorrhage"
subcategory,S06.6,"Traumatic subarachnoid haemorrhage"
subcategory,S06.7,"Intracranial injury with prolonged coma"
subcategory,S06.8,"Other intracranial injuries"
subcategory,S06.9,"Intracranial injury, unspecified"
subcategory,S07.0,"Crushing injury of face"
subcategory,S07.1,"Crushing injury of skull"
subcategory,S07.8,"Crushing injury of other parts of head"
subcategory,S07.9,"Crushing injury of head, part unspecified"
subcategory,S08.0,"Avulsion of scalp"
subcategory,S08.1,"Traumatic amputation of ear"
subcategory,S08.8,"Traumatic amputation of other parts of head"
subcategory,S08.9,"Traumatic amputation of unspecified part of head"
subcategory,S09.0,"Injury of blood vessels of head, not elsewhere classified"
subcategory,S09.1,"Injury of muscle and tendon of head"
subcategory,S09.2,"Traumatic rupture of ear drum"
subcategory,S09.7,"Multiple injuries of head"
subcategory,S09.8,"Other specified injuries of head"
subcategory,S09.9,"Unspecified injury of head"
subcategory,S10.0,"Contusion of throat"
subcategory,S10.1,"Other and unspecified superficial injuries of throat"
subcategory,S10.7,"Multiple superficial injuries of neck"
subcategory,S10.8,"Superficial injury of other parts of neck"
subcategory,S10.9,"Superficial injury of neck, part unspecified"
subcategory,S11.0,"Open wound involving larynx and trachea"
subcategory,S11.1,"Open wound involving thyroid gland"
subcategory,S11.2,"Open wound involving pharynx and cervical oesophagus"
subcategory,S11.7,"Multiple open wounds of neck"
subcategory,S11.8,"Open wound of other parts of neck"
subcategory,S11.9,"Open wound of neck, part unspecified"
subcategory,S12.0,"Fracture of first cervical vertebra"
subcategory,S12.1,"Fracture of second cervical vertebra"
subcategory,S12.2,"Fracture of other specified cervical vertebra"
subcategory,S12.7,"Multiple fractures of cervical spine"
subcategory,S12.8,"Fracture of other parts of neck"
subcategory,S12.9,"Fracture of neck, part unspecified"
subcategory,S13.0,"Traumatic rupture of cervical intervertebral disc"
subcategory,S13.1,"Dislocation of cervical vertebra"
subcategory,S13.2,"Dislocation of other and unspecified parts of neck"
subcategory,S13.3,"Multiple dislocations of neck"
subcategory,S13.4,"Sprain and strain of cervical spine"
subcategory,S13.5,"Sprain and strain of thyroid region"
subcategory,S13.6,"Sprain and strain of joints and ligaments of other and unspecified parts of neck"
subcategory,S14.0,"Concussion and oedema of cervical spinal cord"
subcategory,S14.1,"Other and unspecified injuries of cervical spinal cord"
subcategory,S14.2,"Injury of nerve root of cervical spine"
subcategory,S14.3,"Injury of brachial plexus"
subcategory,S14.4,"Injury of peripheral nerves of neck"
subcategory,S14.5,"Injury of cervical sympathetic nerves"
subcategory,S14.6,"Injury of other and unspecified nerves of neck"
subcategory,S15.0,"Injury of carotid artery"
subcategory,S15.1,"Injury of vertebral artery"
subcategory,S15.2,"Injury of external jugular vein"
subcategory,S15.3,"Injury of internal jugular vein"
subcategory,S15.7,"Injury of multiple blood vessels at neck level"
subcategory,S15.8,"Injury of other blood vessels at neck level"
subcategory,S15.9,"Injury of unspecified blood vessel at neck level"
category,S16,"Injury of muscle and tendon at neck level"
subcategory,S17.0,"Crushing injury of larynx and trachea"
subcategory,S17.8,"Crushing injury of other parts of neck"
subcategory,S17.9,"Crushing injury of neck, part unspecified"
category,S18,"Traumatic amputation at neck level"
subcategory,S19.7,"Multiple injuries of neck"
subcategory,S19.8,"Other specified injuries of neck"
subcategory,S19.9,"Unspecified injury of neck"
subcategory,S20.0,"Contusion of breast"
subcategory,S20.1,"Other and unspecified superficial injuries of breast"
subcategory,S20.2,"Contusion of thorax"
subcategory,S20.3,"Other superficial injuries of front wall of thorax"
subcategory,S20.4,"Other superficial injuries of back wall of thorax"
subcategory,S20.7,"Multiple superficial injuries of thorax"
subcategory,S20.8,"Superficial injury of other and unspecified parts of thorax"
subcategory,S21.0,"Open wound of breast"
subcategory,S21.1,"Open wound of front wall of thorax"
subcategory,S21.2,"Open wound of back wall of thorax"
subcategory,S21.7,"Multiple open wounds of thoracic wall"
subcategory,S21.8,"Open wound of other parts of thorax"
subcategory,S21.9,"Open wound of thorax, part unspecified"
subcategory,S22.0,"Fracture of thoracic vertebra"
subcategory,S22.1,"Multiple fractures of thoracic spine"
subcategory,S22.2,"Fracture of sternum"
subcategory,S22.3,"Fracture of rib"
subcategory,S22.4,"Multiple fractures of ribs"
subcategory,S22.5,"Flail chest"
subcategory,S22.8,"Fracture of other parts of bony thorax"
subcategory,S22.9,"Fracture of bony thorax, part unspecified"
subcategory,S23.0,"Traumatic rupture of thoracic intervertebral disc"
subcategory,S23.1,"Dislocation of thoracic vertebra"
subcategory,S23.2,"Dislocation of other and unspecified parts of thorax"
subcategory,S23.3,"Sprain and strain of thoracic spine"
subcategory,S23.4,"Sprain and strain of ribs and sternum"
subcategory,S23.5,"Sprain and strain of other and unspecified parts of thorax"
subcategory,S24.0,"Concussion and oedema of thoracic spinal cord"
subcategory,S24.1,"Other and unspecified injuries of thoracic spinal cord"
subcategory,S24.2,"Injury of nerve root of thoracic spine"
subcategory,S24.3,"Injury of peripheral nerves of thorax"
subcategory,S24.4,"Injury of thoracic sympathetic nerves"
subcategory,S24.5,"Injury of other nerves of thorax"
subcategory,S24.6,"Injury of unspecified nerve of thorax"
subcategory,S25.0,"Injury of thoracic aorta"
subcategory,S25.1,"Injury of innominate or subclavian artery"
subcategory,S25.2,"Injury of superior vena cava"
subcategory,S25.3,"Injury of innominate or subclavian vein"
subcategory,S25.4,"Injury of pulmonary blood vessels"
subcategory,S25.5,"Injury of intercostal blood vessels"
subcategory,S25.7,"Injury of multiple blood vessels of thorax"
subcategory,S25.8,"Injury of other blood vessels of thorax"
subcategory,S25.9,"Injury of unspecified blood vessel of thorax"
subcategory,S26.0,"Injury of heart with haemopericardium"
subcategory,S26.8,"Other injuries of heart"
subcategory,S26.9,"Injury of heart, unspecified"
subcategory,S27.0,"Traumatic pneumothorax"
subcategory,S27.1,"Traumatic haemothorax"
subcategory,S27.2,"Traumatic haemopneumothorax"
subcategory,S27.3,"Other injuries of lung"
subcategory,S27.4,"Injury of bronchus"
subcategory,S27.5,"Injury of thoracic trachea"
subcategory,S27.6,"Injury of pleura"
subcategory,S27.7,"Multiple injuries of intrathoracic organs"
subcategory,S27.8,"Injury of other specified intrathoracic organs"
subcategory,S27.9,"Injury of unspecified intrathoracic organ"
subcategory,S28.0,"Crushed chest"
subcategory,S28.1,"Traumatic amputation of part of thorax"
subcategory,S29.0,"Injury of muscle and tendon at thorax level"
subcategory,S29.7,"Multiple injuries of thorax"
subcategory,S29.8,"Other specified injuries of thorax"
subcategory,S29.9,"Unspecified injury of thorax"
subcategory,S30.0,"Contusion of lower back and pelvis"
subcategory,S30.1,"Contusion of abdominal wall"
subcategory,S30.2,"Contusion of external genital organs"
subcategory,S30.7,"Multiple superficial injuries of abdomen, lower back and pelvis"
subcategory,S30.8,"Other superficial injuries of abdomen, lower back and pelvis"
subcategory,S30.9,"Superficial injury of abdomen, lower back and pelvis, part unspecified"
subcategory,S31.0,"Open wound of lower back and pelvis"
subcategory,S31.1,"Open wound of abdominal wall"
subcategory,S31.2,"Open wound of penis"
subcategory,S31.3,"Open wound of scrotum and testes"
subcategory,S31.4,"Open wound of vagina and vulva"
subcategory,S31.5,"Open wound of other and unspecified external genital organs"
subcategory,S31.7,"Multiple open wounds of abdomen, lower back and pelvis"
subcategory,S31.8,"Open wound of other and unspecified parts of abdomen"
subcategory,S32.0,"Fracture of lumbar vertebra"
subcategory,S32.1,"Fracture of sacrum"
subcategory,S32.2,"Fracture of coccyx"
subcategory,S32.3,"Fracture of ilium"
subcategory,S32.4,"Fracture of acetabulum"
subcategory,S32.5,"Fracture of pubis"
subcategory,S32.7,"Multiple fractures of lumbar spine and pelvis"
subcategory,S32.8,"Fracture of other and unspecified parts of lumbar spine and pelvis"
subcategory,S33.0,"Traumatic rupture of lumbar intervertebral disc"
subcategory,S33.1,"Dislocation of lumbar vertebra"
subcategory,S33.2,"Dislocation of sacroiliac and sacrococcygeal joint"
subcategory,S33.3,"Dislocation of other and unspecified parts of lumbar spine and pelvis"
subcategory,S33.4,"Traumatic rupture of symphysis pubis"
subcategory,S33.5,"Sprain and strain of lumbar spine"
subcategory,S33.6,"Sprain and strain of sacroiliac joint"
subcategory,S33.7,"Sprain and strain of other and unspecified parts of lumbar spine and pelvis"
subcategory,S34.0,"Concussion and oedema of lumbar spinal cord"
subcategory,S34.1,"Other injury of lumbar spinal cord"
subcategory,S34.2,"Injury of nerve root of lumbar and sacral spine"
subcategory,S34.3,"Injury of cauda equina"
subcategory,S34.4,"Injury of lumbosacral plexus"
subcategory,S34.5,"Injury of lumbar, sacral and pelvic sympathetic nerves"
subcategory,S34.6,"Injury of peripheral nerve(s) of abdomen, lower back and pelvis"
subcategory,S34.8,"Injury of other and unspecified nerves at abdomen, lower back and pelvis level"
subcategory,S35.0,"Injury of abdominal aorta"
subcategory,S35.1,"Injury of inferior vena cava"
subcategory,S35.2,"Injury of coeliac or mesenteric artery"
subcategory,S35.3,"Injury of portal or splenic vein"
subcategory,S35.4,"Injury of renal blood vessels"
subcategory,S35.5,"Injury of iliac blood vessels"
subcategory,S35.7,"Injury of multiple blood vessels at abdomen, lower back and pelvis level"
subcategory,S35.8,"Injury of other blood vessels at abdomen, lower back and pelvis level"
subcategory,S35.9,"Injury of unspecified blood vessel at abdomen, lower back and pelvis level"
subcategory,S36.0,"Injury of spleen"
subcategory,S36.1,"Injury of liver or gallbladder"
subcategory,S36.2,"Injury of pancreas"
subcategory,S36.3,"Injury of stomach"
subcategory,S36.4,"Injury of small intestine"
subcategory,S36.5,"Injury of colon"
subcategory,S36.6,"Injury of rectum"
subcategory,S36.7,"Injury of multiple intra-abdominal organs"
subcategory,S36.8,"Injury of other intra-abdominal organs"
subcategory,S36.9,"Injury of unspecified intra-abdominal organ"
subcategory,S37.0,"Injury of kidney"
subcategory,S37.1,"Injury of ureter"
subcategory,S37.2,"Injury of bladder"
subcategory,S37.3,"Injury of urethra"
subcategory,S37.4,"Injury of ovary"
subcategory,S37.5,"Injury of fallopian tube"
subcategory,S37.6,"Injury of uterus"
subcategory,S37.7,"Injury of multiple pelvic organs"
subcategory,S37.8,"Injury of other pelvic organs"
subcategory,S37.9,"Injury of unspecified pelvic organ"
subcategory,S38.0,"Crushing injury of external genital organs"
subcategory,S38.1,"Crushing injury of other and unspecified parts of abdomen, lower back and pelvis"
subcategory,S38.2,"Traumatic amputation of external genital organs"
subcategory,S38.3,"Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis"
subcategory,S39.0,"Injury of muscle and tendon of abdomen, lower back and pelvis"
subcategory,S39.6,"Injury of intra-abdominal organ(s) with pelvic organ(s)"
subcategory,S39.7,"Other multiple injuries of abdomen, lower back and pelvis"
subcategory,S39.8,"Other specified injuries of abdomen, lower back and pelvis"
subcategory,S39.9,"Unspecified injury of abdomen, lower back and pelvis"
subcategory,S40.0,"Contusion of shoulder and upper arm"
subcategory,S40.7,"Multiple superficial injuries of shoulder and upper arm"
subcategory,S40.8,"Other superficial injuries of shoulder and upper arm"
subcategory,S40.9,"Superficial injury of shoulder and upper arm, unspecified"
subcategory,S41.0,"Open wound of shoulder"
subcategory,S41.1,"Open wound of upper arm"
subcategory,S41.7,"Multiple open wounds of shoulder and upper arm"
subcategory,S41.8,"Open wound of other and unspecified parts of shoulder girdle"
subcategory,S42.0,"Fracture of clavicle"
subcategory,S42.1,"Fracture of scapula"
subcategory,S42.2,"Fracture of upper end of humerus"
subcategory,S42.3,"Fracture of shaft of humerus"
subcategory,S42.4,"Fracture of lower end of humerus"
subcategory,S42.7,"Multiple fractures of clavicle, scapula and humerus"
subcategory,S42.8,"Fracture of other parts of shoulder and upper arm"
subcategory,S42.9,"Fracture of shoulder girdle, part unspecified"
subcategory,S43.0,"Dislocation of shoulder joint"
subcategory,S43.1,"Dislocation of acromioclavicular joint"
subcategory,S43.2,"Dislocation of sternoclavicular joint"
subcategory,S43.3,"Dislocation of other and unspecified parts of shoulder girdle"
subcategory,S43.4,"Sprain and strain of shoulder joint"
subcategory,S43.5,"Sprain and strain of acromioclavicular joint"
subcategory,S43.6,"Sprain and strain of sternoclavicular joint"
subcategory,S43.7,"Sprain and strain of other and unspecified parts of shoulder girdle"
subcategory,S44.0,"Injury of ulnar nerve at upper arm level"
subcategory,S44.1,"Injury of median nerve at upper arm level"
subcategory,S44.2,"Injury of radial nerve at upper arm level"
subcategory,S44.3,"Injury of axillary nerve"
subcategory,S44.4,"Injury of musculocutaneous nerve"
subcategory,S44.5,"Injury of cutaneous sensory nerve at shoulder and upper arm level"
subcategory,S44.7,"Injury of multiple nerves at shoulder and upper arm level"
subcategory,S44.8,"Injury of other nerves at shoulder and upper arm level"
subcategory,S44.9,"Injury of unspecified nerve at shoulder and upper arm level"
subcategory,S45.0,"Injury of axillary artery"
subcategory,S45.1,"Injury of brachial artery"
subcategory,S45.2,"Injury of axillary or brachial vein"
subcategory,S45.3,"Injury of superficial vein at shoulder and upper arm level"
subcategory,S45.7,"Injury of multiple blood vessels at shoulder and upper arm level"
subcategory,S45.8,"Injury of other blood vessels at shoulder and upper arm level"
subcategory,S45.9,"Injury of unspecified blood vessel at shoulder and upper arm level"
subcategory,S46.0,"Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder"
subcategory,S46.1,"Injury of muscle and tendon of long head of biceps"
subcategory,S46.2,"Injury of muscle and tendon of other parts of biceps"
subcategory,S46.3,"Injury of muscle and tendon of triceps"
subcategory,S46.7,"Injury of multiple muscles and tendons at shoulder and upper arm level"
subcategory,S46.8,"Injury of other muscles and tendons at shoulder and upper arm level"
subcategory,S46.9,"Injury of unspecified muscle and tendon at shoulder and upper arm level"
category,S47,"Crushing injury of shoulder and upper arm"
subcategory,S48.0,"Traumatic amputation at shoulder joint"
subcategory,S48.1,"Traumatic amputation at level between shoulder and elbow"
subcategory,S48.9,"Traumatic amputation of shoulder and upper arm, level unspecified"
subcategory,S49.7,"Multiple injuries of shoulder and upper arm"
subcategory,S49.8,"Other specified injuries of shoulder and upper arm"
subcategory,S49.9,"Unspecified injury of shoulder and upper arm"
subcategory,S50.0,"Contusion of elbow"
subcategory,S50.1,"Contusion of other and unspecified parts of forearm"
subcategory,S50.7,"Multiple superficial injuries of forearm"
subcategory,S50.8,"Other superficial injuries of forearm"
subcategory,S50.9,"Superficial injury of forearm, unspecified"
subcategory,S51.0,"Open wound of elbow"
subcategory,S51.7,"Multiple open wounds of forearm"
subcategory,S51.8,"Open wound of other parts of forearm"
subcategory,S51.9,"Open wound of forearm, part unspecified"
subcategory,S52.0,"Fracture of upper end of ulna"
subcategory,S52.1,"Fracture of upper end of radius"
subcategory,S52.2,"Fracture of shaft of ulna"
subcategory,S52.3,"Fracture of shaft of radius"
subcategory,S52.4,"Fracture of shafts of both ulna and radius"
subcategory,S52.5,"Fracture of lower end of radius"
subcategory,S52.6,"Fracture of lower end of both ulna and radius"
subcategory,S52.7,"Multiple fractures of forearm"
subcategory,S52.8,"Fracture of other parts of forearm"
subcategory,S52.9,"Fracture of forearm, part unspecified"
subcategory,S53.0,"Dislocation of radial head"
subcategory,S53.1,"Dislocation of elbow, unspecified"
